stationName,stationLngGcj02,stationLatGcj02,fastCnt,slowCnt,freeCnt,fastFreeCnt,electricityFeeBigDecimal
北京市亦庄开发区汇龙森三园南门公共充电站,116.558953,39.775978,21,0,19,19,1.45
北京市亦庄开发区汇龙森三园东门公共充电站,116.558898,39.77708,26,0,18,18,1.45
【内部专用】星星充电-大兴-天通泰金融谷,116.556984,39.780924,6,3,0,0,1.68
北京市亦庄开发区通泰国际公馆公共充电站,116.558324,39.78159,53,0,49,49,1.45
特来电北京市锋创科技园充电站,116.567278,39.782605,1,7,5,0,1.48
北京市经开区同宁超级充电站,116.571476,39.781586,14,0,8,8,1.10
星星充电站（凯工大厦站）,116.570153,39.782426,10,8,6,1,1.16
北京市电莫愁-百丽（亦庄）充电站,116.589993,39.766926,32,0,12,12,0.98
北京亦庄德为科技产业园充电站,116.573369,39.784406,14,0,3,3,1.01
星星充电-大兴-鸿坤云时代充电站,116.577276,39.790418,4,0,3,3,1.68
北京市通州区台湖供电所公共充电站,116.597313,39.803339,10,0,1,1,1.45
北京市通州区台湖镇政府公共充电站,116.65075,39.831882,8,0,5,5,1.45
北京市通州区西集沙古堆加油站公共充电站,116.799259,39.818482,8,0,7,7,1.45
北京悦京府商业停车场,116.939023,39.957308,0,10,10,0,1.46
北京市平谷区夏各庄东桥公共充电站,117.202186,40.134413,8,0,5,5,1.45
北京市平谷区东高村公共充电站,117.114002,40.103047,8,0,6,6,1.45
北京市门头沟区清水镇政府公共充电站,115.613237,39.942636,2,0,1,1,1.45
北京市门头沟区清水镇政府公共充电站（SDK）,115.613159,39.942618,0,2,2,0,1.45
北京市门头沟区清水供电所公共充电站,115.61319,39.942919,2,0,2,2,1.45
北京市门头沟区爨底下景区公共充电站,115.659989,39.972106,8,0,8,8,1.45
北京市门头沟区斋堂供电所公共充电站,115.706037,39.978438,2,0,2,2,1.45
北京市丰台区馨慧苑充电站,116.139052,39.801829,6,0,3,3,1.45
【内部专用】星星充电-丰台-山语城充电站,116.1388,39.812619,2,18,17,2,1.29
北京市丰台区新苑小区C区公共充电站,116.148016,39.801621,5,0,4,4,1.45
北京市丰台区赵辛店村社区卫生服务站公共充电站,116.195338,39.804745,10,0,9,9,1.45
北京市丰台区赵辛店村委会院外公共充电站,116.19549,39.802684,3,0,3,3,1.45
北京市丰台区赵辛店村委会院内公共充电站,116.195695,39.802926,7,0,7,7,1.45
北京金域缇香家园,116.217742,39.800918,0,17,12,0,1.27
吉事充狼垡麦当劳充电站,116.28659,39.789379,12,0,7,7,1.40
北京丰台世界公园南门停车场充电站,116.289789,39.806913,20,0,15,15,1.45
星星充电-丰台-新华国际中心充电站,116.304231,39.794267,0,60,41,0,1.44
盛芳花卉停车场充电站,116.313314,39.791519,12,0,2,2,1.60
特来电北京西红门荟聚购物中心充电站,116.326497,39.788104,40,48,59,26,1.82
兴海家园充电站,116.338477,39.791379,12,0,11,11,1.04
鸿坤广场,116.340321,39.791545,10,9,12,5,0.96
北京市大兴区兴华公园公共充电站,116.333521,39.796938,24,0,23,23,1.45
北京市大兴区西红门体育公园公共充电站,116.345607,39.788471,16,0,15,15,1.45
北京市大兴区明珠广场公共充电站,116.349117,39.789888,8,0,8,8,1.45
北京大兴高米店物美充电站,116.332138,39.770243,10,0,5,5,1.13
九龙山庄一区,116.339415,39.798686,0,1,1,0,1.94
林枫家园,116.357586,39.791718,0,6,0,0,1.96
西红门35号院充电站,116.360867,39.794009,5,2,6,5,1.50
大兴西红门京客隆超市充电站,116.363804,39.792817,4,0,0,0,0.93
星星充电-丰台-南苑医院地上桩群充电站,116.400546,39.805822,2,16,12,2,1.87
北京市丰台区万源西里地上公共充电站,116.421889,39.800846,8,0,4,4,1.45
北京市大兴区旧宫新苑南区公共充电站,116.447156,39.798339,2,10,10,2,1.45
北京大兴中福大厦充电站,116.452749,39.79867,12,0,11,11,1.02
北京市大兴区旧宫镇旧头路灵秀山庄公共充电站,116.453611,39.798908,0,5,4,0,1.45
北京旧宫新苑南区10号楼充电站,116.456222,39.798872,0,6,6,0,1.66
北京旧宫新苑南区9号楼充电站,116.455924,39.799346,0,3,3,0,1.66
北京旧宫新苑南区1号楼充电站,116.455804,39.800127,0,6,6,0,1.66
北京市亦庄开发区西环北路公共充电站,116.488992,39.7883,16,0,14,14,1.45
派捷充-星岛嘉园小区充电站,116.477552,39.800179,0,6,6,0,1.27
北京BDA国际广场地上充电站,116.498912,39.785356,0,18,17,0,1.50
北京BDA国际广场地下充电站,116.499399,39.785309,0,12,11,0,1.50
【不对外开放】极狐-华腾发展大厦充电站,116.482468,39.799446,1,1,2,1,1.09
天宝商业街停车场共享充电桩,116.499994,39.790602,0,3,3,0,1.48
北京市大兴区亦庄星岛假日充电站,116.480886,39.800962,10,0,5,5,1.15
北京市亦庄开发区朝林大厦西侧公共充电站,116.504455,39.794382,50,0,28,28,1.45
【悦来电】北京大兴大雄商业充电站,116.494726,39.799313,0,4,4,0,1.48
极狐-亦庄长新花园超充站,116.501472,39.797909,4,0,3,3,1.05
特来电北京亦城科技中心快充站,116.51456,39.785123,4,0,3,3,1.71
亦庄大族广场公共充电站,116.512863,39.791831,4,6,1,1,1.48
北京市亦庄开发区荣昌街地铁站停车场公共充电站（SDK）,116.520706,39.784412,0,4,1,0,1.45
北京市亦庄开发区荣昌街地铁站停车场公共充电站,116.520943,39.784014,14,0,13,13,1.45
北京市亦庄开发区荣昌西街西侧ChaoJi充电站（SDK）,116.52447,39.78404,5,0,5,5,1.45
【不对外开放】极狐-北汽蓝谷园区超充站,116.526802,39.793598,4,0,2,2,1.06
【不对外开放】极狐-北汽蓝谷园区充电站,116.526802,39.793598,1,30,14,0,1.06
北京市经开区荣华街道经海一路超级充电站,116.53519,39.796174,14,0,7,7,0.95
北京通州东尚E园充电站,116.566561,39.790069,4,0,2,2,1.09
北京市亦庄开发区科创十二街北侧公共充电站,116.570438,39.789429,8,0,8,8,1.45
北京亦庄耐威科技充电站,116.572347,39.785648,28,0,11,11,1.08
北京亦庄德为科技产业园充电站,116.573369,39.784406,14,0,4,4,1.01
【内部专用】星星充电-大兴-合众思壮产业园充电站,116.572871,39.787722,10,8,14,8,1.64
禧瑞嘉苑,116.576004,39.793735,0,18,15,0,1.65
北京市通州区第三医院公共充电站,116.581578,39.804018,8,0,7,7,1.45
星星充电-【内部专用】通州新华联总部集团大厦,116.61808,39.827033,2,21,23,2,1.53
北京市通州区台湖镇政府公共充电站,116.65075,39.831882,8,0,3,3,1.45
北京市通州区台湖镇政府公共充电站,116.65075,39.831882,8,0,4,4,1.45
台湖东区充电点,116.648675,39.83245,10,20,20,8,1.34
京哈高速田家府服务区公共充电站(哈尔滨方向),116.668527,39.8402,8,0,5,5,1.45
京哈高速田家府服务区公共充电站(北京方向),116.67132,39.841212,10,0,6,6,1.45
北京市通州区精诚联合汽车维修公司充电站,116.702223,39.838158,8,20,21,5,1.45
北京市通州区祥和乐园公共充电站,116.704616,39.837724,0,20,16,0,1.45
东方安颐国际酒店,116.095795,39.810006,4,0,2,2,1.17
北京市丰台区西庄店小店村公共充电站,116.101701,39.840553,5,0,4,4,1.45
北京市丰台区沙锅村院内公共充电站,116.126351,39.830933,37,0,37,37,1.45
星星充电-丰台-航天101所充电站,116.146393,39.820841,6,9,7,6,1.72
北京市丰台区沙锅村院外公共充电站,116.126351,39.830933,13,0,10,10,1.45
北京丰台赵辛店超充站,116.195448,39.805087,20,0,8,8,1.03
世界公园充电站,116.291371,39.811615,40,0,0,0,1.51
丰台区葆台路711B,116.296507,39.808518,6,0,1,1,1.60
北京市丰台区科技园供电所公共充电站,116.288584,39.816733,2,0,2,2,1.45
泰仕登酒店总部基地充电站,116.290888,39.815336,8,0,5,5,1.11
盛芳花卉停车场充电站,116.313314,39.791519,12,0,3,3,1.60
特来电北京新发地充电站,116.327407,39.801693,8,0,0,0,1.64
特来电北京西红门荟聚购物中心充电站,116.326497,39.788104,40,48,58,26,1.82
特来电乐家中恒超能充电站,116.333873,39.79934,31,0,0,0,1.58
九龙山庄三区,116.341952,39.801698,0,1,1,0,1.94
九龙山庄南区,116.345948,39.800165,0,1,0,0,1.94
九龙山庄二区,116.344237,39.802485,0,3,2,0,1.94
特来电北京槐房万达充电站,116.366356,39.814924,26,0,24,24,1.61
北京振宇停车场快充站,116.35767,39.812099,4,0,4,4,1.26
星星充电-丰台-南苑医院B2车库桩群充电站,116.39934,39.805766,12,36,40,10,1.87
北京市丰台区和义西里五金市场公共充电站,116.400737,39.813115,2,6,8,2,1.45
北京市丰台区和义东里五区公共充电站,116.404336,39.814931,10,0,10,10,1.45
云龙家园,116.433039,39.808505,0,6,6,0,2.26
超级饭电旧宫物美站,116.443186,39.8054,24,0,18,18,1.01
北京旧宫新苑南区5号楼充电站,116.454141,39.800151,0,6,5,0,1.66
北京安速充旧宫1号充电站,116.454324,39.80039,16,0,10,10,0.90
北京旧宫新苑北区7号楼充电站,116.451786,39.802897,0,6,6,0,1.64
北京市大兴区旧宫新苑北区公共充电站,116.45276,39.802983,2,11,12,2,1.45
燕景佳园,116.485032,39.800774,0,4,2,0,1.96
北京市亦庄开发区亦庄文化园地铁站停车场公共充电站,116.489217,39.806058,17,0,14,14,1.45
北京市亦庄开发区文化园地铁站停车场公共充电站（SDK）,116.489217,39.806158,0,4,2,0,1.45
极狐-亦庄长新花园快充站,116.500275,39.799797,2,0,2,2,1.05
北京亦庄国融国际充电站,116.501935,39.801153,14,0,10,10,1.22
富兴国际,116.500794,39.80241,0,8,8,0,2.26
北京亦庄中航国际充电站,116.509791,39.79925,8,0,1,1,1.15
北京市亦庄开发区荣京街地铁站停车场公共充电站,116.511791,39.795284,14,0,11,11,1.45
北京市亦庄开发区荣京街地铁站停车场公共充电站（SDK）,116.511791,39.795284,0,4,3,0,1.45
特来电北京亦城国际充电站,116.503631,39.802538,4,6,7,1,1.95
【不对外开放】北汽蓝谷充电桩群-二期,116.524891,39.795421,5,127,48,1,1.06
星星充电-大兴航天工业园,116.524539,39.798097,4,2,4,2,1.34
先瑞达医疗内部充电站,116.513584,39.802877,0,6,3,0,1.05
【不对外开放】北汽蓝谷充电桩群-一期,116.525869,39.794894,8,98,34,1,1.06
北京市亦庄开发区城乡世纪广场公共充电站,116.531571,39.801739,50,0,40,40,1.45
亦庄菁英梦谷,116.528813,39.805739,0,7,6,0,2.06
特来电北京亦庄生物医药园地上停车场充电站,116.539631,39.80243,2,5,6,2,1.93
【维修中2021-01】北京大兴区锦江之星充电站,116.527543,39.807792,2,6,0,0,2.00
特来电北京亦庄生物医药园地下停车场充电站,116.54178,39.80188,0,11,10,0,1.93
【维修中2019-04】北京五方桥西区充电站,116.540535,39.803532,2,0,0,0,2.40
【维修中2020-09】北京庞大驿联新能源科技有限公司充电站,116.539973,39.804343,1,12,0,0,1.80
北京市亦庄开发区定海园一里小区公共充电站,116.562046,39.800117,17,0,16,16,1.45
北京市亦庄开发区定海园三里小区公共充电站,116.563989,39.796196,23,0,21,21,1.45
【不对外开放】极狐-丽源公司充电站,116.54966,39.805859,0,3,2,0,1.70
景海时代停车场超级充电站,116.562494,39.80219,25,0,12,12,1.03
北京市亦庄开发区定海园二里小区公共充电站,116.563981,39.801262,10,0,10,10,1.45
北京市亦庄开发区科创九街南侧公共充电站,116.566131,39.79844,8,0,8,8,1.45
北京亦庄耐威科技充电站,116.572347,39.785648,28,0,10,10,1.08
星星充电-中铁物流充电站（院内）,116.598732,39.828902,8,0,2,2,1.23
北京市电莫愁-百丽（亦庄）充电站,116.589993,39.766926,32,0,11,11,0.98
【内部专用】星星充电-通州-东亚家园东区充电站,116.644981,39.839634,0,15,4,0,0.81
【内部专用】星星充电-通州-东亚家园西区充电站,116.64307,39.840232,0,15,1,0,0.81
北京市通州区张家湾环湖小区公共充电站,116.731059,39.839891,5,0,4,4,1.45
北京市通州区环湖小镇西区西侧充电站,116.730044,39.841823,8,10,12,5,1.45
北京市通州区环湖小镇西区北侧充电站,116.730056,39.842347,8,0,7,7,1.45
北京新能源汽车营销有限公司西集充电站北门篮球停车场,116.823599,39.819502,6,38,0,0,0.00
平谷充电站,117.015922,40.040047,4,0,3,3,1.35
北京市丰台区千灵山风景区南口公共充电站,116.094575,39.848085,5,0,5,5,1.45
北京市丰台区长馨园充电站,116.201957,39.83457,18,0,13,13,1.45
优智晓月苑充电站,116.237114,39.834644,12,0,11,11,1.44
优智·晓月苑充电站,116.237333,39.834769,36,0,23,23,0.99
丰台区晓月苑五里南停车场充电站,116.241211,39.833035,8,1,3,2,1.91
昊铂北京晓月家园超充站,116.241193,39.833088,6,0,3,3,0.97
极狐-晓月苑超充站,116.241982,39.834023,4,0,1,1,0.91
晓月苑八里东侧停车场充电站,116.247258,39.833663,6,0,1,1,1.10
金伟凯工业园快充充电站—中聚智电,116.281048,39.826496,10,0,4,4,1.12
云和桥丰台丰葆荟充电站,116.289858,39.816342,12,0,9,9,1.15
国能大厦,116.289486,39.818812,4,0,4,4,2.34
特来电北京永旺梦乐城充电站,116.290787,39.817608,14,0,9,9,2.13
北京蓝沁家园（万科蓝）,116.297283,39.815501,0,2,2,0,1.27
北京方向6号楼,116.299574,39.813616,0,5,0,0,1.76
广汽能源北京丰台永旺梦乐城超充站,116.293208,39.818968,24,0,6,6,1.02
【充小兽】北京丰台海格通信充电站,116.306836,39.82208,0,31,11,0,1.58
北京天伦锦城小区充电站,116.333882,39.817965,0,2,0,0,1.84
北京丰台大红门易通时代充电站,116.399465,39.82391,20,0,14,14,1.15
突破科技园公共充电站,116.397602,39.825036,8,0,2,2,1.07
【内部专用】星星充电-丰台-大红门锦苑B区充电站,116.414902,39.816533,0,56,39,0,1.50
EC动力久敬佳园充电站,116.410121,39.821601,2,8,10,2,1.41
【内部专用】星星充电-丰台-大红门锦苑C区充电站,116.417037,39.817603,0,30,28,0,1.50
星星充电-大兴世界之花假日广场超充站,116.419466,39.820193,32,0,6,6,1.15
旧宫镇政府充电站,116.430924,39.811552,20,0,9,9,0.95
北京市大兴区旺兴湖文化活动中心公共充电站,116.432005,39.813713,0,10,9,0,1.45
北京市大兴区碧海公园北门公共充电站,116.435643,39.811729,8,0,8,8,1.45
北京市大兴区碧海公园东门公共充电站,116.443237,39.809735,8,0,8,8,1.45
特来电北京科技路网约车充电站,116.44448,39.808523,24,0,9,9,1.45
优智美利国际充电站,116.443072,39.815293,30,0,10,10,1.02
北京市大兴区旧宫镇润星家园23号公共充电站,116.44341,39.81688,2,8,9,2,1.45
天隆惠发建材市场,116.450159,39.809033,0,6,6,0,1.69
北京大兴富力盛悦居充电站,116.452337,39.806455,12,0,4,4,1.01
北京市大兴区旧宫北里公共充电站,116.455292,39.807505,2,7,6,2,1.45
北京市大兴区小红门路30号幻星家园公共充电站,116.455937,39.811592,2,9,8,1,1.45
旧宫地铁站充电站,116.460589,39.80625,20,0,7,7,0.95
星星充电-大兴-红星光源工业园充电站,116.460092,39.81161,2,21,13,1,1.64
星星充电-大兴-富兴国际充电站,116.500677,39.803224,0,30,28,0,1.62
北京市亦庄开发区万源街地铁站停车场公共充电站（SDK）,116.504416,39.804583,0,4,2,0,1.45
北京市亦庄开发区万源街地铁站停车场公共充电站,116.504416,39.804483,17,0,15,15,1.45
经海二路5号北量充电站,116.521642,39.814457,28,0,26,26,1.36
双羊路充电站,116.528172,39.812662,20,0,6,6,1.04
隆宝源充电站,116.531845,39.814269,6,0,5,5,1.12
北京亦庄鸿坤生物医药园充电站,116.534623,39.814363,12,0,4,4,0.92
北京亦庄贞观国际充电站,116.533704,39.815038,6,0,5,5,0.97
北京市大兴区北京经济技术开发区经海四路亦城时代广场城市公共充电站,116.539558,39.807852,6,0,0,0,1.45
特来电北京光联工业园充电站,116.553068,39.809636,4,4,6,3,1.64
北京通州华腾锦绣科技园充电站,116.558698,39.813833,24,0,16,16,0.99
景海时代停车场超级充电站,116.562494,39.80219,25,0,11,11,1.03
超翔快充站  北京电竞园,116.558937,39.816982,10,0,8,8,1.28
北京双益发文化发展有限公司,116.619656,39.847182,0,12,12,0,2.10
北京市通州区张家湾太玉园公共充电站,116.701253,39.849608,8,0,7,7,1.45
北京骏隆文化中心充电站,117.116772,40.104775,0,4,4,0,0.99
北京市丰台区大灰厂村公共充电站,116.124879,39.855161,10,0,8,8,1.45
北京市丰台区紫峪家园公共充电站,116.173837,39.844433,2,0,2,2,1.45
北京丰台嘉德瑞交流充电站,116.181565,39.853198,0,6,6,0,1.52
丰台区晓月中路1号充电站,116.232091,39.846382,5,0,4,4,1.91
北京卢沟桥南里充电站,116.235266,39.847969,0,4,4,0,1.80
蓝谷科技大厦,116.280329,39.834007,0,4,4,0,2.26
颐安鑫鼎科技大厦,116.283835,39.830665,6,0,2,2,1.11
北京丰台华夏幸福创新中心充电站,116.300985,39.824652,16,0,5,5,1.14
特瓦特盈坤世纪超级充电站,116.303098,39.825573,36,0,35,35,1.48
（不对外2021-09）北京天航瑞晨江淮充电站,116.321798,39.829952,0,5,0,0,1.67
北京市丰台区天坛医院地上公共充电站,116.315974,39.834816,6,0,2,2,1.45
极狐-新发地客运站超充站,116.344597,39.825554,4,0,1,1,1.01
北京市丰台区天坛医院地下公共充电站,116.316072,39.836541,6,0,4,4,1.45
康辛路充电站,116.345285,39.839857,12,8,5,5,1.04
北京丰台区草桥体育活动中心充电站,116.35593,39.839825,12,0,5,5,1.05
特瓦特城南大道超级充电站,116.369833,39.833722,24,0,24,24,1.20
丰台区马家堡西路（50003）充电扬招站,116.370491,39.833607,2,0,1,1,0.98
富卓苑小区(北门),116.374825,39.8379,0,4,4,0,1.96
特来电中恒草桥欣园三区南区充电站,116.356525,39.841072,2,0,2,2,1.30
金泰开元,116.380758,39.834755,0,3,3,0,1.96
星星充电-丰台-富卓苑充电站,116.374435,39.838879,4,8,6,4,1.80
北京市大兴区旧宫镇润星家园25号公共充电站,116.444706,39.817227,2,8,8,2,1.45
朝阳小红门地铁站充电站,116.458719,39.828556,27,0,5,5,1.04
北京中嘉鸿丰,116.458676,39.82868,16,0,15,15,0.92
鸿博家园2期A区,116.472386,39.831053,0,1,1,0,2.16
北京朝阳博大路自主城充电站,116.473791,39.835708,3,0,2,2,1.24
朝阳区祁庄社区自主城停车场充电站,116.472073,39.836307,2,8,9,2,1.23
朝阳区祁庄社区双星停车场充电站,116.47436,39.836889,4,0,4,4,1.24
极狐-丽枫酒店超充站,116.534584,39.822891,4,0,2,2,1.10
广汽能源北京尖子班大厦超充站,116.539859,39.823016,12,0,8,8,1.17
阳光花庭,116.551152,39.826872,0,12,12,0,1.96
北京市通州区台湖京通水务院外公共充电站,116.642821,39.851341,4,0,2,2,1.45
速博赛车场充电站,116.731841,39.855087,8,0,5,5,1.06
北京市通州区甘棠中学公共充电站,116.80896,39.855523,8,0,6,6,1.45
北京市平谷区马坊供电所公共充电站,117.019519,40.047372,14,0,12,12,1.45
北京市平谷区马坊开发区东区充电站,117.011874,40.042356,8,0,7,7,1.45
平谷金海湖山田心农场充电站,117.295384,40.184809,0,8,7,0,1.76
北京房山区东风南里社区充电站,115.960888,39.752703,1,9,7,0,1.36
北京市门头沟区潭柘新区7号院公共充电站（SDK）,116.052015,39.883396,0,2,2,0,1.45
北京市门头沟区潭柘新区7号院公共充电站,116.052092,39.883712,1,0,0,0,1.45
北京市门头沟区潭柘新区3号院公共充电站,116.053768,39.882901,8,1,7,7,1.45
北京市门头沟区潭柘新区1号院公共充电站,116.052391,39.884089,1,0,0,0,1.45
北京市门头沟区潭柘新区5号院公共充电站,116.05685,39.881548,5,1,3,3,1.45
北京市门头沟区潭柘新区5号院公共充电站（SDK）,116.05685,39.88164,0,1,1,0,1.45
北京市门头沟区潭柘新区8号院公共充电站,116.058266,39.881889,8,0,6,6,1.45
北京市门头沟区戒台寺景区公共充电站,116.086864,39.871704,8,0,8,8,1.45
北京市丰台区北宫森林公园公共充电站,116.124613,39.862836,49,0,47,47,1.45
北京市丰台区张郭庄万维嘉旅公共充电站,116.184427,39.85777,43,0,41,41,1.45
广汽能源北京丰台万维嘉旅停车场超充站,116.184682,39.857783,36,0,32,32,0.79
北京市丰台区卢沟桥郭庄子地铁站A口-丰通金安停车场公共充电站,116.220684,39.850474,8,0,7,7,1.45
北京卢沟桥北里13号楼充电站,116.230772,39.852807,0,3,3,0,1.80
北京丰台刘庄子路沙岗村甲5号院充电站,116.240231,39.85002,24,0,16,16,1.04
北京丰台银建充电站,116.249183,39.850385,52,0,23,23,1.04
北京市丰台区程庄南里小区公共充电站,116.263901,39.850137,18,0,11,11,1.45
特来电北京资和信百货商场充电站,116.28541,39.838525,2,6,5,1,1.72
EC动力彩虹家园2号充电站,116.269201,39.850403,0,7,6,0,1.46
特来电北京市欧尚超市丰台店充电站,116.28875,39.835521,9,0,6,6,1.45
【充小兽】丰台宝丰大厦超充站,116.29707,39.842106,12,0,4,4,1.06
【悦来电】北京丰台宝丰大厦充电站,116.297417,39.842081,0,1,1,0,1.06
北京市丰台区刘孟家园公共充电站,116.303984,39.838175,0,27,24,0,1.45
云和桥北京凡家村加油站充电站,116.309421,39.837495,6,0,0,0,1.23
北京市丰台区华沿酒店公共充电站,116.334617,39.84599,8,0,8,8,1.45
星星充电-丰台-中企会大厦充电站,116.323707,39.849078,9,1,4,4,1.04
极狐-万兴家居广场超充站,116.338736,39.845069,4,0,0,0,0.94
中恒玫瑰花园充电站,116.34846,39.842319,2,2,4,2,1.30
广汽能源北京丰台春岚大厦超充站,116.337102,39.846677,12,0,4,4,1.18
星星充电-北京京信海诚停车管理有限公司【草桥欣园二区7 】充电站,116.350397,39.842416,0,6,2,0,1.40
星星充电-丰台-草桥小区充电站,116.353009,39.841404,8,6,11,8,1.57
特来电中恒草桥欣园三区中区充电站,116.357954,39.841904,2,0,2,2,1.30
特来电中恒草桥欣园20号院充电站,116.359933,39.842472,2,0,2,2,1.30
星星充电-丰台-草桥欣园四区10号楼充电站,116.3518,39.845627,2,5,6,2,1.57
特来电中恒草桥欣园18号院充电站,116.360104,39.844306,2,0,1,1,1.30
马家堡路65院2号楼,116.376327,39.843098,0,4,4,0,1.96
7克拉,116.384613,39.839968,0,5,2,0,2.22
明日嘉园车库,116.367154,39.8442,0,1,1,0,2.21
嘉园三里地下停车场,116.367395,39.845161,0,10,9,0,1.96
特来电北京建谊中恒充电站,116.38802,39.839945,2,5,5,1,1.80
鑫福里小区(南门),116.393816,39.845443,0,4,4,0,2.14
彩虹城社区养老服务驿站,116.411058,39.839367,0,12,12,0,1.36
派捷充-康泽园充电站,116.410972,39.840507,0,5,4,0,1.76
彩虹城4区3号楼,116.412987,39.838799,0,16,8,0,1.36
彩虹城5区,116.414279,39.83792,0,4,4,0,1.36
彩虹城2区,116.417026,39.838135,0,6,6,0,1.36
彩虹城2区5号楼,116.417465,39.838033,0,12,12,0,1.36
彩虹城1区5号楼,116.416312,39.839067,0,12,10,0,1.36
彩虹城1区1号楼,116.416278,39.840135,0,12,11,0,1.36
彩虹城3区,116.419551,39.838316,0,4,4,0,1.36
彩虹城三区底商,116.420115,39.839031,0,6,4,0,1.36
特来电北京丰台顶秀金石家园充电站,116.43111,39.836529,1,4,4,1,1.76
昊铂北京丰台石榴中心超充站,116.423195,39.841666,8,0,6,6,1.22
极狐-石榴中心超充站,116.424332,39.841797,12,0,10,10,1.31
石榴中心,116.423141,39.841693,0,5,1,0,1.98
极狐-石榴中心超充站,116.422962,39.842034,12,0,0,0,1.31
北京朝阳珐琅厂充电站,116.442955,39.841045,6,0,5,5,1.04
星星充电-成寿寺超级充电站,116.446652,39.842774,12,0,5,5,1.50
小红门路65号院,116.455927,39.842978,0,6,6,0,1.96
【内部专用】星星充电-丰台-南窑村28号充电站,116.443865,39.8467,1,3,1,1,1.40
方庄南路29号西侧停车场,116.437626,39.84787,0,4,4,0,1.76
特瓦特居然之家超级充电站,116.473587,39.841819,40,0,40,40,1.19
特来电北京朝阳区十八里店乡政府充电站,116.483887,39.850716,18,0,16,16,1.57
星星充电-朝阳-忘归国际商务酒店充电站,116.50752,39.841545,0,24,16,0,1.70
北京武警总队充电站,116.511399,39.840428,0,5,3,0,0.62
北京市朝阳区永辉超市（垡头店）充电站,116.505999,39.856593,2,0,2,2,1.45
快卜快充检测站(垡头永辉),116.505604,39.857001,8,0,5,5,1.18
特来电焦奥中心地上充电站,116.529502,39.850629,10,8,16,8,1.72
柠檬晓生活平价快速充电站,116.558078,39.849244,10,0,7,7,1.05
桔子酒店富力又一城充电站,116.565972,39.847282,2,0,0,0,2.00
【内部专用】星星充电-朝阳-郎辛庄怡景城花园充电站,116.570507,39.846,0,32,0,0,1.17
豆各庄乡朝丰家园8号院地下车库,116.56504,39.85216,0,20,20,0,0.99
星星充电-豆各庄乡朝丰家园15号院地库慢充,116.56504,39.85216,0,20,19,0,0.99
星星充电-朝丰家园15号院北侧直流充电站,116.564694,39.853054,10,10,18,8,1.34
北京市朝阳区北京音乐产业园北侧公共充电站,116.596288,39.855046,8,0,6,6,1.45
朝阳区丽景嘉苑南区充电站,116.578582,39.857454,2,10,11,2,1.69
（公共站）朝阳区万子营东村南侧充电站,116.597423,39.862539,0,22,21,0,1.14
北京市通州区梨园镇田府超级充电站,116.665049,39.859845,14,0,13,13,0.95
星星充电-通州荟萃园,116.662477,39.863707,24,0,0,0,1.25
北京市通州区梨园镇文景街道大高力超充站 ,116.690636,39.859392,8,0,6,6,1.25
新城乐居南区,116.690534,39.864322,0,6,5,0,1.96
星星充电-通州-韬盛科技停车场充电站,116.727403,39.860761,10,1,4,3,1.64
特来电国家电投北京公司数字人民币充电站,116.717553,39.863231,5,0,5,5,1.64
北京市通州区大运河森林公园充电站,116.742352,39.872756,8,0,6,6,1.45
北京市通州区前疃村停车场公共充电站,116.828772,39.86526,2,0,2,2,1.45
京哈高速香河服务区充电站（北京方向）,117.008934,39.797025,4,0,2,2,1.44
北京平谷世界休闲大会 金海湖国际会展中心,117.294291,40.185339,7,42,19,6,1.44
北京市门头沟区潭柘寺风景区公共充电站,116.031698,39.901776,2,0,1,1,1.45
北京市门头沟区潭柘新区1号院公共充电站（SDK）,116.052331,39.884151,0,2,2,0,1.45
北京市门头沟区潭柘新区3号院公共充电站（SDK）,116.054768,39.882901,0,3,1,0,1.45
北京市门头沟区潭柘新区8号院公共充电站（SDK）,116.058266,39.881889,0,4,4,0,1.45
北京市丰台区梨园村公共充电站,116.143468,39.872995,5,0,5,5,1.45
北京市丰台区东河沿村公共充电站,116.170932,39.872102,5,0,1,1,1.45
北京市丰台区北庙村公共充电站,116.165006,39.875892,5,0,3,3,1.45
星星充电-丰台-华益汽修充电站【运营车禁入】,116.233792,39.860241,2,4,5,1,1.46
星星充电-丰台-程庄北里充电站,116.263434,39.852767,4,24,22,3,2.00
彩虹家园南区,116.269246,39.850983,0,6,5,0,2.06
EC动力彩虹家园1号充电站,116.269154,39.851375,0,8,7,0,1.46
彩虹家园北区,116.264878,39.862845,0,6,5,0,2.06
北京市丰台区工人俱乐部充电站,116.286238,39.852249,8,0,6,6,1.45
颐安鑫鼎科技大厦,116.283835,39.830665,6,0,3,3,1.11
北京市丰台区北大街南里社区公共充电站,116.287785,39.858185,0,6,5,0,1.45
星星充电-丰台-权金城金沙国际酒店(丰益桥店)充电站,116.298909,39.856541,3,20,1,1,1.98
丰桥路六号院,116.310511,39.850238,2,7,6,2,1.82
丰桥路七号院,116.309903,39.851874,2,15,13,2,1.82
西国贸星星充电站,116.307452,39.855913,4,0,2,2,1.00
特瓦特宝隆超级充电站,116.331367,39.849723,40,0,40,40,1.37
北京丰台宝隆充电站,116.332971,39.851329,20,0,7,7,1.01
蚂蚁出行超充站,116.333027,39.851289,12,0,5,5,0.89
星星充电-丰台-军民融合创新工场站,116.336471,39.847747,16,0,12,12,1.54
