stationName,stationLngGcj02,stationLatGcj02,fastCnt,slowCnt,freeCnt,fastFreeCnt,electricityFeeBigDecimal
特来电北京现代城充电站,116.47712,39.906849,2,1,2,1,2.10
北京朝阳蓝堡南区充电站,116.476534,39.910681,12,0,0,0,0.95
后现代城B,116.48539,39.900332,0,6,6,0,1.96
北京朝阳蓝堡北区充电站,116.47664,39.911963,6,0,2,2,0.99
北京朝阳金长安大厦充电站,116.491997,39.898435,25,0,3,3,1.16
北京唐山大厦内部充电站,116.488384,39.911479,2,5,5,1,2.00
特来电北京市朝阳区慈云寺充电站,116.494212,39.914363,4,0,2,2,1.64
北京市朝阳区慈云寺住邦五楼公共充电站,116.494194,39.914427,6,6,7,2,1.45
东恒时代三期(东门),116.503719,39.912176,0,6,6,0,1.27
东恒时代三期(西门),116.501335,39.912213,0,6,5,0,1.27
极狐-都会国际超充站,116.502457,39.914265,4,0,2,2,1.04
星星充电-朝阳白领家园充电站,116.522101,39.910843,0,16,6,0,1.40
兴隆家园25号,116.523353,39.912142,0,3,2,0,1.86
兴隆家园17号,116.522884,39.914058,0,18,14,0,1.86
兴隆家园13号,116.524066,39.914179,0,6,5,0,1.86
美丽亚洲假日花园,116.527211,39.914446,0,6,6,0,2.11
北京市朝阳区紫檀大厦公共充电站,116.542215,39.912367,8,0,3,3,1.45
北京市朝阳区高井传媒文化园主楼公共充电站,116.540944,39.912582,0,5,5,0,1.45
北京市朝阳区高井传媒文化园停车楼公共充电站,116.541029,39.91265,5,5,9,4,1.45
特来电红星美凯龙东五环店充电站,116.539937,39.915561,12,0,8,8,1.59
极狐-鲁班大厦充电站,116.562172,39.917786,1,4,3,0,1.37
东领鉴筑停车场,116.552521,39.919324,0,6,5,0,1.96
北京市朝阳区三间房中街泰福苑二区公共充电站,116.571684,39.921137,0,6,3,0,1.45
鑫兆佳园综合楼充电站,116.590206,39.920796,12,0,4,4,1.22
北京市朝阳区定福家园南里1号院公共充电站,116.570353,39.923715,6,0,2,2,1.45
星星充电-朝阳-燕保常营家园地下停车场充电站,116.592627,39.924014,4,8,9,2,1.73
金帅府,116.647432,39.90488,0,9,7,0,1.96
在水一方南区,116.645086,39.912134,0,6,6,0,2.06
东军庄快充站,116.61991,39.917297,3,0,3,3,1.79
东军庄慢充站,116.619934,39.917393,0,15,15,0,1.79
北京连心园东区充电站,116.613188,39.919461,0,9,3,0,0.81
北京连心园西区充电站,116.60758,39.920313,0,14,3,0,0.81
能加超充通州北京one大厦站,116.657045,39.906863,4,0,2,2,1.13
通州区滨河停车场,116.653729,39.911978,5,0,4,4,1.64
中仓小区停车场,116.664088,39.904504,0,1,0,0,1.96
通州区潞城公共充电站（免停车费）,116.707816,39.919294,46,102,104,28,0.88
通州潞城超充站,116.707169,39.920686,12,0,7,7,0.88
梨花渡南区,116.735925,39.9474,0,12,6,0,2.01
梨花渡东区,116.736054,39.947914,0,12,6,0,2.01
廊坊燕郊熙玥现代4S店充电站,116.857001,39.988295,6,2,7,6,1.05
北京市平谷区马坊镇政府公共充电站,117.012577,40.061367,8,0,7,7,1.45
北京市平谷区东寺渠市场公共充电站,117.124205,40.125366,24,0,24,24,1.45
北京市平谷区金海湖供电所公共充电站,117.263371,40.180928,5,3,7,4,1.45
北京市门头沟区下苇甸公路服务站公共充电站,116.008214,40.006615,8,3,8,8,1.45
北京市门头沟区下苇甸公路服务站公共充电站（SDK）,116.009214,40.007615,0,1,1,0,1.45
北京市门头沟区龙泉小学东侧公共充电站,116.082042,39.944832,30,0,22,22,1.45
特来电北京京西晨光酒店充电站,116.107051,39.935151,3,0,3,3,1.70
北京市门头沟区门头沟供电公司公共充电站,116.114464,39.932003,2,0,1,1,1.45
能加超充门头沟国信滨河大厦站,116.111801,39.935209,4,0,2,2,1.07
北京市门头沟区承泽苑公共充电站（SDK）,116.116185,39.931139,0,2,0,0,1.45
国网北京市门头沟区临镜苑社区充电站,116.115032,39.934469,0,6,6,0,1.45
北京市门头沟区北汽凯翔风4S店公共充电站,116.117707,39.936376,3,2,5,3,1.45
北京市门头沟区北汽凯翔风4S店公共充电站（SDK）,116.117707,39.936476,0,1,1,0,1.45
金顶街教工楼,116.169759,39.92825,0,6,6,0,2.16
北京市石景山区金隅研究院公共充电站,116.168955,39.931353,8,0,3,3,1.45
北京市石景山区喜隆多新国际购物中心充电站,116.176742,39.922907,18,0,17,17,1.45
北京市石景山区宏坤盛通大厦公共充电站,116.177642,39.924426,42,0,39,39,1.45
北京市石景山区模式口东里公共充电站,116.170985,39.935069,24,0,21,21,1.45
北京石景山中诚大厦充电站,116.199667,39.913852,4,0,3,3,1.36
北京骏宝行充电站(国网广汇),116.200783,39.918265,1,0,0,0,1.25
北京石景山泽洋大厦充电站,116.200039,39.920326,12,0,9,9,1.44
北京市石景山区时代花园南路璟宫阁公共充电站,116.202068,39.917609,3,0,3,3,1.45
北京市石景山区八角中里小区公共充电站,116.20214,39.912646,3,0,3,3,1.45
北京石景山八角居然之家超级充电站,116.199122,39.922615,22,0,4,4,0.99
北京市石景山区沃尔玛山姆会员商店公共充电站,116.201357,39.923245,47,0,40,40,1.45
北京市石景山区老山南路公共充电站,116.229163,39.912205,38,0,35,35,1.45
北京市石景山区北方工业大学图书馆公共充电站,116.207131,39.925913,9,0,2,2,1.45
北京市石景山区上庄大街6号充电站,116.232337,39.914562,27,0,21,21,1.45
玉泉新城充电点,116.248833,39.919461,0,15,12,0,1.39
北京海淀嘉德公寓充电站,116.261339,39.907108,20,0,5,5,1.14
永达逸家,116.25331,39.928636,0,3,2,0,1.96
星星充电-海淀区-定慧产业园充电站,116.275874,39.9221,48,0,26,26,1.34
永定路甲4号院13号楼,116.269873,39.92793,0,4,4,0,1.27
橡胶院充电站,116.258841,39.928377,2,13,11,2,1.30
永定路甲四号院3号楼西侧,116.270582,39.92807,0,12,10,0,1.27
瑞新里小区,116.280477,39.929291,0,2,1,0,2.06
特来电解放军总医院第四医学中心充电站,116.303698,39.926328,2,0,1,1,1.64
（扬招站）海淀区北京工商大学西校区优易充小站,116.313899,39.924228,2,0,0,0,0.96
【内部专用】星星充电-海淀-北京工商大学(阜成路校区)充电,116.314214,39.925685,0,8,4,0,1.00
北京中工大厦充电站,116.319667,39.929507,0,3,3,0,1.45
西城区阜外大街北侧（20206）充电扬招站,116.336295,39.923111,2,0,0,0,0.98
西城区三里河路东侧（20042）充电扬招站,116.334219,39.927664,2,0,1,1,0.98
西城区三里河路西侧（20043）充电扬招站,116.33409,39.927735,2,0,0,0,0.98
北京外交学院充电站,116.345685,39.926046,0,12,7,0,1.30
【不对外开放】极狐-E9大厦充电站,116.361893,39.920086,1,2,1,0,0.86
极狐-锦什坊充电站,116.362663,39.921272,5,5,5,3,1.26
太平洋保险大厦,116.366064,39.918366,0,2,0,0,1.61
北京市西城区通港大厦公共充电站,116.372815,39.913583,3,0,1,1,1.45
北京市西城区西单老佛爷公共充电站,116.375563,39.914524,5,0,4,4,1.45
北京市西城区北京基督教会缸瓦市堂公共充电站（SDK）,116.373376,39.921483,0,7,7,0,1.45
昊铂北京广州大厦超充站,116.376317,39.911399,4,0,4,4,1.32
太仆寺街33号院3号楼,116.379311,39.913302,0,6,6,0,2.06
北京东城王府中心充电站,116.410362,39.916135,8,0,4,4,1.38
特来电北京王府中环充电站,116.409759,39.912522,0,11,4,0,2.10
北京市西城区景山公园西门公共充电站,116.393702,39.92717,8,1,8,7,1.45
北京市西城区景山西街公共充电站,116.393661,39.927847,8,0,7,7,1.45
北京市西城区景山公园西门公共充电站（SDK）,116.393702,39.92817,0,7,6,0,1.45
北京励骏酒店充电站,116.41841,39.914854,0,1,1,0,2.00
北京市东城区银河SOHO公共充电站,116.4324,39.920349,5,0,1,1,1.45
昊铂北京朝阳门SOHO超充站,116.432323,39.922867,6,0,4,4,1.41
北京朝阳日坛充电站,116.442425,39.919324,30,0,18,18,1.28
昊铂北京日坛国际贸易中心超充站,116.443243,39.920414,16,0,12,12,1.31
特来电北京环球金融中心充电站,116.459329,39.918846,22,28,30,17,1.65
昊铂北京尚都SOHO超充站,116.451983,39.918376,6,0,2,2,1.36
昊铂北京山水铂宫超充站,116.447201,39.924805,12,0,8,8,1.32
昊铂北京朝外SOHO超充站,116.454812,39.920432,6,0,3,3,1.38
日坛晶华,116.444437,39.920683,0,1,1,0,2.21
山水广场,116.447506,39.92389,0,4,3,0,1.96
北京朝阳中国第一商城充电站,116.47195,39.915534,6,0,4,4,1.13
星星充电-朝阳-东方梅地亚中心充电站【暂不对外】,116.473523,39.912376,1,5,3,1,1.72
特来电北京阳光100国际公寓充电站,116.475,39.913355,6,0,4,4,2.16
北京朝阳阳光100充电站,116.475811,39.913337,6,0,2,2,1.14
北京朝阳蓝堡北区充电站,116.47664,39.911963,6,0,1,1,0.99
昊铂北京国贸SKP超充站,116.478837,39.913516,4,0,2,2,1.33
北京朝阳凯泰大厦超充站,116.487751,39.918154,6,0,2,2,1.07
北京市朝阳区慈云寺住邦一楼公共充电站,116.493211,39.915309,6,6,11,5,1.45
特来电北京市京棉新城511楼充电站,116.490879,39.917889,1,2,3,1,1.90
特来电北京市京棉新城309楼充电站,116.494019,39.918552,1,2,3,1,1.90
电掌柜京棉二厂充电站,116.499165,39.917623,10,0,4,4,1.71
华建大厦B4停车场,116.514366,39.918943,0,6,6,0,1.76
华建大厦西门地面停车场,116.514366,39.918943,0,6,5,0,1.76
EC动力和院文创园充电站,116.519244,39.921875,10,0,2,2,1.41
兴隆家园16号,116.525615,39.915198,0,18,18,0,1.86
北京东舍CBD二期充电站,116.5265,39.916586,0,9,7,0,1.31
北京东舍CBD充电站,116.526482,39.916827,2,0,2,2,1.37
昊铂北京卜蜂莲花超充站,116.528163,39.917443,4,0,1,1,1.25
北京朝阳财满街锐城国际充电站,116.530966,39.917153,24,0,15,15,0.99
特瓦特财满街超级充电站,116.533839,39.917848,26,0,25,25,1.18
北京市朝阳区兴隆公园北门公共充电站,116.5344,39.916238,2,0,2,2,1.45
宁华智充财满街财经中心站,116.536878,39.916733,24,0,12,12,0.96
北京市朝阳区白家楼西门公共充电站,116.544032,39.927166,8,0,8,8,1.45
定福家园北里2号院,116.56427,39.924997,0,6,6,0,1.56
定福家园北里1号院,116.564854,39.925974,0,8,6,0,1.56
北京民族家园N1区充电站,116.578474,39.927202,0,12,5,0,0.81
北京民族家园J区充电站,116.58883,39.926862,0,12,10,0,0.81
特来电北京华联商厦常营店充电站,116.595511,39.926489,38,0,34,34,1.72
北京朝阳常营充电站,116.589832,39.92895,6,0,1,1,1.04
北京民族家园G区充电站,116.587453,39.930035,0,9,4,0,0.81
富力阳光美园,116.606353,39.927809,0,12,10,0,1.86
星星充电-保利嘉园716车位规范停车禁止乱扔垃圾,116.604291,39.930148,1,0,0,0,1.21
禁出租车，抬杆13911375020，地下一层127车位，,116.60057,39.929378,1,1,1,0,1.30
特来电北京市通州区胸科医院充电站,116.654128,39.922948,4,4,7,3,1.64
侨商中心6号地地下一层,116.659509,39.9207,0,12,7,0,1.96
侨商中心6号地地下三层,116.659509,39.9207,0,12,8,0,1.96
Hi ZOOM充电站（世界侨商中心）,116.659952,39.921083,20,0,7,7,1.38
通州区富河园小区,116.65384,39.926323,6,0,5,5,1.46
北京市通州区月亮河温泉假日酒店公共充电站,116.675351,39.921533,8,0,6,6,1.45
富河园,116.654077,39.926657,0,4,2,0,2.26
古韵新居,116.675771,39.928319,0,1,1,0,1.96
合创汽车北京珠江丽景社区充电站,116.683042,39.930791,0,9,0,0,1.57
潞潮佳苑小区,116.676734,39.930973,0,10,10,0,2.06
东逸佳苑,116.692876,39.935441,0,3,3,0,1.96
东逸佳苑南区,116.69341,39.935962,0,12,12,0,1.96
梨花渡西区,116.735325,39.947745,0,12,5,0,2.01
梨花渡北区,116.735362,39.94807,0,10,6,0,2.01
北京市平谷区马坊镇首城汇景湾公共充电站,117.004709,40.062059,8,0,3,3,1.45
北京市平谷区前台头村公共充电站,117.084867,40.104136,8,0,8,8,1.45
北京市门头沟区妙峰山镇水峪嘴村幸福广场公共充电站,116.043955,39.980948,2,4,6,2,1.45
北京市门头沟区妙峰山供电所公共充电站,116.044093,39.981023,2,0,2,2,1.45
北京市门头沟区区医院公共充电站,116.100918,39.944817,8,0,6,6,1.45
北京市门头沟区绿岛家园西侧公共充电站,116.102904,39.944213,8,0,4,4,1.45
北京市门头沟区绿岛家园东侧公共充电站,116.105528,39.944595,12,0,12,12,1.45
北京石景山通景大厦充电站,116.184448,39.928708,8,0,3,3,0.94
派捷充-远洋春秋里充电站,116.186056,39.928717,8,0,6,6,1.08
宏开花园超级充电站,116.184941,39.934612,12,0,1,1,1.02
中国电子科学研究院,116.186814,39.936728,0,1,0,0,1.21
北京石景山京汉大厦充电站,116.189227,39.939632,6,0,5,5,1.06
乐活酒店停车场,116.198346,39.931381,8,0,3,3,1.08
北京市石景山区苹果园南路物美公共充电站,116.200842,39.932111,8,0,5,5,1.45
北京市石景山区北方工业大学校卫生服务中心公共充电站,116.210022,39.930525,9,0,5,5,1.45
阜石路93号院,116.218286,39.930724,0,6,5,0,2.06
北京市石景山区杏石口变电站充电站,116.206627,39.939763,5,0,2,2,1.45
派捷充-陆捷汽修厂充电站,116.214767,39.942037,2,0,1,1,1.96
北京海淀四季青生命科技园超充站,116.228222,39.941881,18,0,14,14,1.09
圆梦居,116.261541,39.932018,0,6,2,0,1.78
北京海淀区五路居里程宝超级电站,116.27535,39.933216,10,0,5,5,1.19
北京市海淀区玲珑天地充电站,116.276771,39.931798,9,0,6,6,1.32
特来电北京市海淀区西四环北路119号充电站,116.273112,39.942403,8,0,4,4,1.68
四季慧谷数字产业园超充站,116.27322,39.942434,8,0,2,2,1.06
双紫小区,116.299845,39.939481,0,6,3,0,1.12
北京化工大学西校区充电站,116.303889,39.942077,1,5,4,1,1.71
公安部第一研究所,116.324744,39.936963,0,16,8,0,1.40
北京市海淀区国家图书馆公共充电站,116.322517,39.942976,10,0,7,7,1.45
星星充电-西城-华远企业中心充电站,116.349131,39.942438,3,0,0,0,1.90
北京中海国际中心充电站,116.35897,39.931728,10,0,7,7,1.69
官园公寓,116.362763,39.931481,0,2,2,0,1.86
北京市西城区综合行政服务中心公共充电站,116.36003,39.940907,18,0,5,5,1.45
北起院充电站,116.41737,39.943877,0,2,2,0,1.50
中央歌剧院,116.435792,39.930039,8,0,4,4,1.00
壳牌充电北京东城居然大厦地下充电站,116.432425,39.938654,4,0,4,4,1.67
北京市东城区东环广场公共充电站,116.435305,39.937993,1,0,1,1,1.45
佳汇中心充电站,116.441054,39.927367,8,0,3,3,1.21
星星充电-朝阳工体充电站,116.444038,39.930944,50,239,249,30,1.34
（公共站）工体南路5号超级充电站,116.447233,39.926818,28,0,7,7,1.18
星星充电-朝阳山水铂宫充电站,116.447417,39.925408,4,8,11,4,1.24
北京朝阳世茂工三二期充电站,116.44931,39.9349,10,0,3,3,1.14
康莱德酒店,116.460059,39.927016,0,4,4,0,0.76
昊铂北京嘉盛SOHO超充站,116.460533,39.929922,4,0,1,1,1.32
昊铂北京三里屯SOHO超充站,116.452462,39.933532,12,0,6,6,1.43
极狐-锦湖中心超充站,116.464149,39.928551,4,0,4,4,1.08
特来电北京三里屯太古里南区宝马即时充电站,116.453455,39.93447,5,5,4,3,1.68
北京市朝阳体育馆,116.47285,39.929624,0,2,1,0,1.96
团结湖宿舍区,116.470251,39.933392,0,4,4,0,1.12
北京东台居（公园五号）,116.47612,39.926085,0,1,0,0,1.96
北京朝阳佳隆国际充电站,116.472015,39.934543,16,0,4,4,1.09
北京东第居,116.478,39.930233,0,1,1,0,2.01
北京中央民族大学附属中学充电站,116.479361,39.926355,0,3,2,0,1.20
北京朝阳区郡王府里程宝超级电站,116.485077,39.936224,13,0,2,2,1.14
北京市朝阳区八里庄北里305号楼青年公寓停车场充电站,116.501699,39.92659,6,0,0,0,1.01
石佛营东里,116.504191,39.934145,0,12,11,0,1.66
锐庭中心,116.505434,39.933531,0,6,3,0,2.06
晨光家园102号楼,116.507606,39.92987,0,6,2,0,1.96
北京朝阳中康酒店充电站,116.506885,39.93196,12,0,6,6,1.04
（公共站）北京市朝阳区迎曦园充电站,116.506753,39.93447,0,5,3,0,1.14
京棉一厂生活区,116.51233,39.925006,0,4,0,0,1.36
北京金阳居,116.506031,39.93687,0,1,1,0,2.01
北京市朝阳区珠江罗马嘉园东区公共充电站,116.515767,39.925202,16,0,10,10,1.45
北京朝阳华纺新天地充电站,116.515924,39.931707,16,0,7,7,1.14
星河湾小区,116.523317,39.92835,0,15,10,0,1.96
世丰国际大厦快充站,116.522063,39.923998,14,6,12,12,1.03
特瓦特海德酒店超级充电站,116.516252,39.935853,24,0,24,24,1.24
（公共站）北京市朝阳区朝阳雅筑充电站,116.524714,39.923555,0,7,4,0,1.14
特来电北京星德宝汽车销售服务有限公司充电站,116.539942,39.929649,1,1,0,0,1.64
北京市朝阳区白家楼北门公共充电站,116.54451,39.929981,50,0,47,47,1.45
【维修中2021-10】（不对外）北京合众君达江淮店充电站,116.557271,39.94195,0,5,0,0,1.10
长久充电站,116.561559,39.942376,6,0,5,5,1.21
北京民族家园CDF区充电站,116.585329,39.929928,0,12,6,0,0.81
派捷充-8哩岛小区充电站,116.641908,39.934597,0,5,5,0,1.96
北京通州永顺北马庄充电站,116.655312,39.942253,12,0,3,3,1.14
北京市通州区悦澜水岸家园充电站,116.658364,39.941232,8,0,6,6,1.45
【内部专用】星星充电-通州-潞苑嘉园充电站,116.670608,39.933822,0,30,23,0,1.49
北京市通州区刘庄新村西区南侧公共充电站,116.675221,39.940269,0,10,9,0,1.45
北京市通州区刘庄新村东区公共充电站,116.677962,39.940898,0,20,20,0,1.45
北京市通州区刘庄新村西区北侧公共充电站,116.675709,39.941703,8,0,5,5,1.45
北京市通州区西集大灰店村公共充电站,116.908926,39.808318,8,0,7,7,1.45
北京市平谷区新城滨河森林公园南侧公共充电站,117.107632,40.121747,8,0,3,3,1.45
北京市门头沟区龙泉供电所公共充电站,116.09884,39.957847,2,0,2,2,1.45
北京市门头沟区琉璃渠充电站,116.09069,39.972088,8,0,7,7,1.45
北京市石景山区炮厂小区公共充电站,116.134651,39.956661,16,0,13,13,1.45
燕房金海洋商业中心充电站,116.121399,39.956722,12,0,6,6,1.20
北京石景山越秀充电站,116.1346,39.962017,40,0,0,0,1.19
北京市石景山区北京银行保险产业园公共充电站（SDK）,116.184577,39.942417,0,13,7,0,1.45
北京市石景山区金顶山停车场西侧公共充电站（SDK）,116.18669,39.947844,0,8,8,0,1.45
北京市石景山区金顶山路停车场西公共充电站,116.186701,39.947852,8,1,9,8,1.45
北京市石景山区刘娘府充电站,116.192144,39.944077,7,0,3,3,1.45
北京市石景山区金顶山路停车场东公共充电站,116.189878,39.947649,16,8,20,13,1.45
北京市石景山区北京康复医院公共充电站,116.198152,39.945097,9,0,2,2,1.45
【内部专用】星星充电-石景山八大处勤务保障队充电站,116.194893,39.948433,23,10,20,17,0.90
乐活酒店停车场,116.198346,39.931381,8,0,2,2,1.08
北京市海淀区中间艺术区公共充电站（SDK）,116.231018,39.954306,0,6,4,0,1.45
北京市海淀区中间艺术区公共充电站,116.231007,39.95433,3,0,0,0,1.45
益园文化创意产业基地,116.236259,39.953236,10,5,9,8,1.63
北京西山商业大厦充电站S,116.236949,39.955194,0,5,3,0,1.35
 北京西山商业大厦充电站S,116.236949,39.955194,0,5,3,0,1.38
檀香山别墅,116.250617,39.953482,0,1,0,0,1.96
德顺园,116.256524,39.953658,0,6,1,0,1.26
北京金四季购物中心充电站,116.272084,39.94405,20,0,9,9,1.21
曙光防震减灾教育公园充电站二期,116.282292,39.94773,14,2,11,11,1.72
北京市海淀区中关村军民融合产业园公共充电站,116.277162,39.949946,16,0,12,12,1.45
嘉友国际大厦,116.292753,39.94599,0,2,1,0,2.26
北京海淀嘉豪国际充电站,116.291587,39.947336,8,0,1,1,1.17
（维护中2022-03）【不对外】北京中国青年政治学院充电站,116.307794,39.950581,4,6,0,0,1.11
私摩空间,116.311418,39.952529,0,6,6,0,1.98
北京中央民族大学充电站,116.319131,39.951024,4,13,2,1,1.20
北京市海淀区中国气象局社区南区公共充电站,116.326846,39.945558,3,0,3,3,1.45
北京海洋馆充电站,116.340001,39.946834,0,21,19,0,1.70
星星充电-【内部专用】大慧寺19号院,116.331861,39.953699,0,10,7,0,0.86
北京市海淀区魏公村佳苑慢充站,116.318364,39.954839,0,18,10,0,1.37
海淀区高梁桥斜街（40045）充电扬招站,116.349233,39.944829,2,0,0,0,0.96
北京市海淀区铁科嘉苑饭店公共充电站,116.336592,39.953855,3,0,2,2,1.45
派捷充-闽江商务楼充电站,116.349077,39.950662,0,4,4,0,1.82
品阁小区,116.348076,39.952471,0,1,1,0,2.06
【内部专用】星星充电-海淀-北京师范大学南院区充电站,116.357307,39.951292,0,10,5,0,1.29
北京市西城区万丰珠宝交易中心公共充电站,116.371677,39.942989,2,0,2,2,1.45
【维修中2021-03】北京国联（新海苑）充电站,116.374662,39.950984,1,3,0,0,2.20
【内部专用】星星充电-西城-德胜凯旋充电站,116.380347,39.955995,1,8,6,1,1.60
【内部专用】星星充电-西城区-德胜凯旋（中国设计研究院）,116.380371,39.956019,0,6,5,0,1.60
【内部专用】星星充电-西城-核安全医学所充电站,116.373741,39.957361,2,1,2,1,1.54
卡丘充电-首开广场安定门,116.406629,39.952161,4,0,3,3,0.94
北京市东城区地坛体育中心东侧公共充电站,116.41016,39.953872,6,0,4,4,1.45
北京市东城区地坛公园南门公共充电站,116.414067,39.951385,10,0,4,4,1.45
北京市东城区地坛公园南门公共充电站（SDK）,116.414067,39.951385,0,15,13,0,1.45
【内部专用】星星充电-东城-安德里北街21号充电站,116.395568,39.958843,4,3,2,2,1.34
特来电中关村雍和航星园充电站,116.41943,39.952583,10,0,8,8,2.00
怡和阳光大厦充电站,116.433434,39.954441,0,6,4,0,2.04
百富怡大酒店,116.443911,39.942648,4,0,2,2,0.94
三里屯世茂工三地下三层充电站,116.448779,39.936093,18,2,1,1,1.08
特来电北京三里屯太古里北区宝马即时充电站,116.455171,39.938345,5,5,9,5,1.68
北京朝阳新源里充电站,116.449312,39.949427,6,0,4,4,1.20
星星充电-朝阳亮马桥燕莎友谊商城充电站,116.461934,39.947957,4,0,1,1,1.45
北京朝阳三全公寓充电站,116.467027,39.947199,10,0,5,5,1.19
[暂不对外]星星充电-朝阳-九号公寓充电站,116.473694,39.940308,6,0,3,3,1.35
清境明湖,116.474347,39.940957,0,1,1,0,2.06
成苑公寓(东北门),116.473504,39.946952,0,3,3,0,1.76
北京燕莎中心有限公司凯宾斯基饭店,116.464449,39.949168,0,2,2,0,2.14
特来电北京市朝阳区朝阳公园充电站,116.476699,39.948191,20,0,15,15,1.44
北京市朝阳区朝阳公园东6门公共充电站,116.4885,39.942382,2,0,0,0,1.45
北京市朝阳区朝阳公园东7门公共充电站,116.489129,39.940449,14,0,13,13,1.45
北京市朝阳区朝阳公园东5门公共充电站,116.488943,39.945175,6,0,5,5,1.45
北京朝阳东风苑3号院充电站,116.503141,39.939859,0,7,6,0,1.47
北京朝阳东风苑1号院充电站,116.503243,39.942488,0,3,0,0,1.47
北京朝阳东风苑10号院充电站,116.503497,39.9381,0,7,4,0,1.47
特来电北京市朝阳区万象汇购物中心充电站,116.516015,39.941242,5,8,10,5,1.89
极狐-姚家园万象汇超充站,116.516579,39.941696,4,0,4,4,1.24
极狐-姚家园万象汇充电站,116.516579,39.941696,3,6,5,2,1.24
北京市朝阳区姚家园达美中心公共充电站,116.516839,39.93798,7,0,6,6,1.45
活力东方超级液冷充电站,116.521684,39.94093,62,0,12,12,0.90
特来电北京腾远兴顺充电站项目,116.528688,39.940563,5,0,1,1,1.64
安家Iwork科技文创园超级充电站,116.52851,39.951679,10,0,2,2,1.05
特来电北京市朝新嘉园东里四区二期充电站,116.555149,39.946021,0,4,1,0,1.96
北京朝阳金隅嘉品充电站,116.548128,39.95153,8,0,2,2,1.40
特来电北京市朝新嘉园东里四区一期充电站,116.554875,39.947355,8,0,8,8,1.96
特来电北京市汇景苑三区充电站,116.537307,39.953743,1,12,12,1,1.74
北京市朝阳区东坝朝新嘉园东里公共充电站,116.552394,39.95104,4,0,2,2,1.45
东坝郊野公园新能源超充站,116.584281,39.946628,12,0,6,6,1.23
北京市朝阳区晓景国际花园酒店公共充电站,116.594073,39.944193,16,0,14,14,1.45
北京阳光金融城充电站,116.647316,39.951541,0,5,0,0,1.31
星星充电-通州-金地格林格林充电站,116.65407,39.950204,4,8,9,3,1.81
李庄佳苑,116.683893,39.946863,0,24,19,0,1.76
沃德中心小区,116.715324,39.964839,0,12,12,0,1.96
京平高速北务服务区公共充电站(平谷方向),116.834784,40.052605,4,0,1,1,1.45
特来电马坊充电站,117.010983,40.073818,10,0,7,7,1.45
北京市门头沟区龙泉雾村委会充电站,116.085112,39.982159,3,0,2,2,1.45
北京门头沟龙泉宾馆充电站,116.103765,39.963214,24,0,12,12,1.12
北京市门头沟区龙泉宾馆公共充电站,116.104803,39.963003,4,0,3,3,1.45
星星充电-【内部专用】石景山31592部队充电站,116.120949,39.962246,0,5,0,0,0.96
特来电北京科佳信汽车服务有限公司充电站,116.139824,39.964622,5,0,1,1,1.68
双新园北区,116.209882,39.96135,0,6,0,0,1.96
双新园南区,116.212462,39.959057,0,6,6,0,1.96
创辉写字楼及公寓,116.247809,39.961632,0,1,1,0,1.96
东冉新村充电站,116.267749,39.955566,2,5,7,2,1.31
金园国际中心,116.268941,39.957682,6,14,9,2,1.91
依斯特大厦充电站,116.274487,39.956573,10,0,6,6,1.22
北京金四季购物中心充电站,116.272084,39.94405,20,0,10,10,1.21
北京倪氏海泰大酒店充电站,116.277174,39.958007,0,8,7,0,1.80
北京世纪金源大饭店淘淘充超级充电站,116.279501,39.95296,23,0,8,8,1.06
特来电北京四季青医院充电站,116.278875,39.956256,3,0,3,3,1.64
远大路充电站,116.28005,39.958767,20,0,7,7,1.16
北京市海淀区金源燕莎充电站,116.290526,39.959724,20,0,13,13,1.45
北京金源时代商务中心淘淘充充电站	,116.289137,39.9615,12,6,6,2,1.25
万柳公寓三区外围光伏充电站,116.296817,39.960878,6,0,6,6,1.19
新起点嘉园,116.303261,39.962427,0,10,8,0,1.76
北京市海淀区和泓大厦公共充电站,116.323738,39.95733,21,0,17,17,1.45
北京友谊宾馆充电站,116.320149,39.962094,2,4,2,1,1.55
北京市海淀区中国农业科学院公共充电站,116.325665,39.958486,8,0,3,3,1.45
交大新园地下车库B2层,116.342852,39.954251,0,8,8,0,1.36
交大新园地下车库B3层,116.343222,39.954762,0,8,7,0,1.36
（扬招站）海淀区北京邮电大学优易充小站,116.360154,39.958244,2,0,0,0,0.96
【内部专用】星星充电-北京海淀区-北京师范大学生物园停车场,116.362417,39.964415,4,6,2,2,1.29
卡丘充电-德胜合生财富广场,116.37841,39.958755,6,0,3,3,1.12
（不对外）北京师范大学海淀校区充电站,116.368062,39.96135,4,0,3,3,1.29
优智·安华路17号停车楼,116.401067,39.964235,16,0,9,9,1.11
荔枝大厦充电站,116.406978,39.964845,6,0,4,4,1.46
北京市东城区环球贸易中心E座B2停车场公共充电站,116.410362,39.965903,8,1,0,0,1.24
(公共站）北京市东城区远东仪表厂远充电站,116.42946,39.959134,2,13,12,2,1.52
林达大厦停车场,116.432748,39.956,0,12,11,0,1.96
7天酒店北京三元桥地铁站国展中心店,116.438743,39.961789,0,2,1,0,2.26
特来电北京汉美国门充电站,116.448217,39.958287,2,1,3,2,2.00
曙光消防救援站充电站,116.455254,39.96042,2,0,0,0,0.94
北京朝阳汇佳大厦充电站,116.462989,39.950129,10,0,3,3,1.13
网信大厦云特超级充电站,116.46531,39.95899,12,0,6,6,1.17
